@relation 'train_feature-weka'

@attribute num_invitees numeric
@attribute num_maybe numeric
@attribute num_no numeric
@attribute num_yes numeric
@attribute num_friends numeric
@attribute friends_invited_ratio numeric
@attribute friends_maybe_ratio numeric
@attribute friends_no_ratio numeric
@attribute friends_yes_ratio numeric
@attribute time_2_event_in_hours numeric
@attribute user_saw_2_event_start_in_days numeric
@attribute interested {0,1}

@data
1028,132,62,132,346,0.184971,0.028902,0.00578,0.040462,1598,67,0
7536,162,72,162,1427,0.002803,0,0.001402,0,1625,21,0
4294,214,164,214,2434,0.003287,0,0,0,1598,112,0
802,28,20,28,553,0.003617,0,0,0.007233,1227,8835,0
2046,14,38,14,44,0.363636,0,0,0,1583,92,0
11406,1448,666,1448,489,0.05726,0,0.00409,0.00818,1596,72,0
9050,792,438,792,911,0.015368,0.002195,0,0.002195,1577,894,0
82,14,4,14,394,0.121827,0.005076,0,0.005076,1639,32,0
398,46,30,46,773,0.002587,0,0,0,1601,16,0
918,90,28,90,484,0.206612,0,0,0.004132,1639,16,0
21,3,2,3,1376,0.003634,0,0,0,1606,66,0
56,34,0,34,481,0.029106,0,0,0,1638,116,0
2410,106,84,106,1245,0.001606,0,0,0,1577,356,0
468,12,6,12,998,0.422846,0,0.004008,0.002004,1690,52,0
3120,30,60,30,1565,0.002556,0,0,0,1606,18,0
3216,116,160,116,427,0.079625,0,0.004684,0,1631,114,0
138,26,2,26,1037,0,0.001929,0,0,1601,16,0
112,0,0,0,364,0.016484,0,0,0,1602,64,0
226,50,22,50,675,0,0,0,0.002963,1581,15,0
1694,64,36,64,136,0.014706,0,0,0,1603,33,0
525,28,14,28,1668,0.0006,0,0,0,1614,59,0
1662,46,16,46,1062,0,0,0,0.001883,1601,112,0
5042,360,174,360,636,0.012579,0.003145,0,0.003145,1591,209,0
1022,28,20,28,1245,0.003213,0,0,0.003213,1604,29,0
378,20,20,20,485,0.012371,0,0,0,1648,5,0
12534,24,160,24,781,0.115237,0,0.002561,0,1580,87,0
0,8,0,8,1372,0,0,0,0.001458,1621,60,0
962,2,22,2,888,0.009009,0,0,0.001126,1583,44,1
83,3,0,3,1907,0.004195,0,0,0,1622,88,0
86,50,0,50,2368,0.000845,0,0,0.000845,1611,107,0
1498,252,498,252,107,0.037383,0,0.037383,0.018692,1540,3448,0
22,20,0,20,96,0.020833,0,0,0,1571,111,0
54,51,1,51,230,0.004348,0,0,0,1646,42,0
8,0,2,0,358,0.005587,0,0,0,1684,8,0
166,14,12,14,905,0.00663,0,0,0,1600,67,0
648,42,20,42,1382,0,0,0,0.001447,1592,87,0
1224,18,22,18,665,0.018045,0,0,0,1604,40,0
122,2,2,2,1175,0,0,0,0.001702,1613,19,0
520,58,30,58,131,0.167939,0,0.030534,0.015267,1555,162,1
1070,92,66,92,3200,0.000625,0,0,0,1585,15,0
1404,12,18,12,1552,0.121134,0.001289,0.002577,0.006443,1601,16,0
9050,792,438,792,808,0.029703,0.002475,0,0.014851,1577,606,0
206,22,64,22,186,0.032258,0,0,0,1709,5,0
91,0,3,0,614,0.016287,0,0,0,1584,32,0
28,22,0,22,4248,0.000471,0,0,0,1605,7,0
0,14,2,14,2578,0,0,0,0,1626,30,0
648,12,32,12,1193,0.007544,0.000838,0.001676,0,1655,32,0
3306,140,50,140,813,0.0369,0,0,0.00984,1599,17,0
52,12,1,12,1193,0.001676,0.000838,0,0,1671,79,0
2882,80,156,80,412,0.019417,0,0,0,1640,16,0
9050,792,438,792,1179,0.011874,0.008482,0,0,1577,558,0
966,142,238,142,1086,0,0.001842,0,0,1597,73,0
208,20,4,20,597,0.046901,0,0,0,1563,114,0
186,20,4,20,2988,0.002008,0,0,0.000669,1611,55,0
264,24,14,24,1142,0,0,0,0.001751,1601,40,0
7536,162,72,162,994,0.034205,0.002012,0,0.002012,1625,93,0
2098,130,60,130,908,0.002203,0,0,0,1602,41,0
2850,50,646,50,77,0.025974,0,0,0,1651,1287,0
72,14,4,14,2436,0,0.000411,0,0,1598,83,0
13628,80,152,80,799,0.100125,0,0,0,1570,64,0
18188,768,0,768,1311,0.157132,0,0,0.001526,1507,2205,0
150,52,2,52,446,0,0.004484,0,0,1634,43,0
108,31,29,31,1044,0.003831,0,0,0.004789,1585,111,0
9064,348,0,348,422,0.066351,0.00237,0,0.00237,1207,9429,1
688,72,38,72,742,0,0.002695,0,0,1597,65,0
9064,348,0,348,113,0.00885,0,0,0,1207,9405,0
591,61,21,61,1860,0.000538,0,0,0,1630,2,0
1000,156,48,156,847,0.002361,0,0,0.004723,1596,66,0
32,16,2,16,1040,0,0,0,0.001923,1604,10,0
30,2,0,2,855,0.002339,0,0,0,1622,1,0
9064,348,0,348,1967,0.01881,0.000508,0,0.004067,1207,9453,0
788,22,16,22,1541,0.019468,0,0,0,1586,76,0
174,66,10,66,1564,0,0,0,0.001279,1603,46,0
838,48,52,48,626,0.380192,0.01278,0.019169,0.031949,1625,114,0
92,24,2,24,414,0.004831,0,0,0,1597,34,0
202,44,2,44,1160,0.001724,0,0,0,1631,33,0
9064,348,0,348,291,0.024055,0,0,0,1207,9453,0
98,14,4,14,158,0.012658,0,0,0,1632,66,0
86,20,0,20,1090,0.07156,0.007339,0,0.033028,1681,8,0
14,6,0,6,143,0.013986,0,0,0,1645,33,0
64,36,0,36,10,0.6,0,0,0,1677,59,0
1662,46,16,46,2241,0.000892,0,0,0,1601,40,0
34,8,4,8,985,0.00203,0,0,0,1588,15,0
26,9,1,9,532,0.018797,0.00188,0,0,1628,16,0
9050,792,438,792,2848,0.015449,0.000702,0,0.002107,1577,1278,0
370,62,26,62,544,0.033088,0,0.007353,0,1578,87,0
11802,38,242,38,268,0.037313,0,0,0,1696,18,0
386,264,140,264,1371,0,0,0.001459,0.002918,1605,7,0
688,48,32,48,769,0.002601,0,0,0,1604,3,0
592,76,14,76,4686,0.000427,0,0,0,1602,17,0
70,16,1,16,217,0.009217,0,0,0,1593,208,0
1374,12,23,12,358,0.044693,0,0,0,1648,20,0
146,2,4,2,2952,0,0,0,0.000678,1624,18,0
0,0,0,0,218,0,0,0,0,1758,65,0
20,12,2,12,101,0.079208,0,0.019802,0,1638,16,0
2066,146,32,146,1175,0.015319,0.001702,0,0,1598,89,0
110,30,4,30,1363,0.001467,0,0,0,1614,77,0
176,30,20,30,77,0,0,0,0.025974,1625,106,0
118,18,6,18,2500,0.0008,0,0,0,1603,4,0
7536,162,72,162,1756,0.022779,0,0.001139,0,1625,69,0
3233,63,177,63,1392,0.040948,0,0,0.000718,1638,43,0
716,244,90,244,203,0,0.009852,0,0,1588,10,0
2554,118,64,118,729,0.419753,0,0.00823,0.005487,1591,42,0
572,42,22,42,563,0.003552,0,0,0,1596,101,0
250,54,8,54,2168,0,0,0,0.000923,1604,104,0
78,18,0,18,440,0.090909,0.018182,0,0.009091,1627,10,0
2518,12,58,12,919,0.063112,0,0.004353,0.002176,1658,90,1
15,17,0,17,101,0.009901,0,0,0,1624,16,0
2084,440,270,440,740,0,0.002703,0,0,1603,45,0
1358,1102,330,1102,803,0.019925,0.017435,0.012453,0.017435,1601,88,0
5108,466,716,466,1989,0.044243,0.005028,0.007039,0.013072,1597,103,0
802,40,36,40,729,0.150892,0,0.005487,0.002743,1612,114,0
14250,156,270,156,407,0.314496,0,0.009828,0,1600,6,0
1734,68,76,68,1193,0.139145,0.001676,0.008382,0.005029,1656,17,0
29,5,0,5,987,0.013171,0.001013,0,0.002026,1640,24,0
1018,6,4,6,1998,0.005005,0,0,0,1594,88,0
330,2,8,2,181,0.033149,0,0,0,1598,88,0
1798,40,118,40,1412,0.066572,0,0.002833,0.005666,1623,88,1
292,4,8,4,2109,0.092935,0,0.001897,0.000948,1558,65,1
48,16,0,16,2144,0,0,0,0.000933,1599,112,0
796,106,32,106,1484,0.004043,0,0,0,1596,22,0
146,44,8,44,1348,0,0,0,0.001484,1613,20,0
146,21,8,21,2980,0.005705,0,0,0.000336,1626,41,1
2898,92,42,92,291,0.020619,0,0,0,1598,89,0
5244,66,146,66,808,0.623762,0.002475,0.014851,0.009901,1634,65,1
1220,32,36,32,1055,0.015166,0,0,0,1604,16,0
11772,1140,1494,1140,1568,0.003827,0,0,0,1569,904,0
152,14,8,14,69,0.028986,0,0,0,1575,1,0
3320,24,80,24,2290,0.003493,0,0,0,1595,42,0
14250,156,270,156,139,0,0,0,0,1600,6,0
1562,104,36,104,2238,0.000894,0,0,0,1618,54,0
114,20,2,20,90,0.266667,0,0.022222,0,1584,111,0
10862,110,872,110,59,0.135593,0,0,0,1695,59,0
6,2,0,2,739,0,0,0,0.002706,1684,34,0
14250,156,270,156,3923,0.044354,0.00051,0.001529,0.001529,1600,30,0
8390,38,120,38,1140,0.021053,0,0,0,1598,76,0
3306,140,50,140,1843,0.008681,0.001085,0,0,1599,17,0
134,40,6,40,258,0.003876,0,0,0,1576,62,0
168,16,2,16,1633,0.002449,0,0,0,1587,4,0
2048,98,46,98,1235,0.001619,0,0,0,1600,41,0
3306,140,50,140,1761,0.035207,0,0.001136,0,1599,17,0
3528,284,700,284,1096,0.027372,0,0.00365,0,1555,1903,0
1254,2,16,2,261,0.084291,0,0,0,1633,20,0
636,18,6,18,601,0.009983,0,0,0,1597,7,0
420,20,10,20,4796,0.002085,0,0,0,1601,56,0
824,24,40,24,1141,0.150745,0.005259,0.01227,0.003506,1645,103,0
1713,6,26,6,1243,0.012068,0,0,0,1598,32,0
7688,308,274,308,1473,0.001358,0,0.001358,0,1605,534,0
228,218,256,218,218,0.009174,0,0,0,1709,31,0
288,40,190,40,186,0.010753,0,0,0,1710,10,0
1116,40,32,40,563,0.071048,0,0.003552,0,1614,88,0
344,24,10,24,1568,0.01148,0.001276,0.001276,0,1603,91,0
9050,792,438,792,1132,0.056537,0.001767,0,0.012367,1577,1278,0
1770,174,42,174,428,0,0,0,0.004673,1596,93,0
3650,224,80,224,927,0.004315,0,0,0,1611,52,0
116,0,0,0,228,0.008772,0,0,0,1601,16,0
1024,38,22,38,178,0.123596,0,0,0,1603,68,0
3102,156,200,156,815,0.002454,0,0,0,1618,7,0
290,38,12,38,404,0,0.00495,0,0,1617,92,0
44,16,0,16,684,0,0,0,0.002924,1625,20,0
76,2,0,2,601,0.013311,0,0,0,1578,97,0
1526,42,108,42,777,0.422136,0.007722,0.020592,0.002574,1639,17,1
1196,48,78,48,1090,0.042202,0,0.00367,0.00367,1577,89,1
4096,98,40,98,633,0,0,0,0.006319,1625,48,0
13928,88,132,88,508,0.055118,0,0,0,1590,232,0
70,10,0,10,789,0.002535,0,0,0,1627,0,0
9064,348,0,348,855,0.049123,0.002339,0,0.003509,1207,9429,0
3478,48,88,48,234,0.102564,0,0,0,1570,63,0
167,0,4,0,1190,0.002521,0,0,0,1602,64,0
3972,104,88,104,1764,0.013605,0,0,0.005669,1600,65,0
18188,768,0,768,193,0.103627,0,0,0,1507,2205,0
204,24,6,24,217,0.009217,0,0,0,1596,120,0
214,128,296,128,1173,0.00341,0.001705,0,0.001705,1558,267,0
474,8,10,8,2977,0.104132,0,0.002015,0.000672,1606,5,1
218,36,22,36,614,0.003257,0,0,0.003257,1632,64,0
142,6,0,6,77,0.025974,0,0,0,1622,68,0
222,24,10,24,50,0.04,0,0,0,1608,64,0
420,54,16,54,2351,0.000851,0,0,0,1593,78,0
802,136,324,136,1553,0.131359,0.009015,0.02962,0.042498,1645,99,0
1758,112,58,112,485,0.004124,0,0,0,1601,64,0
2686,16,106,16,1088,0.268382,0.003676,0.012868,0.001838,1633,63,1
220,14,16,14,83,0,0,0,0,1583,66,0
0,0,0,0,218,0,0,0,0,1710,11,0
58,36,4,36,1495,0,0,0,0.001338,1625,56,0
14,10,2,10,1083,0,0,0,0.001847,1626,100,0
18188,768,0,768,1243,0.127112,0.006436,0,0.004827,1507,2205,0
2898,92,42,92,494,0.044534,0,0,0,1598,65,0
30,8,0,8,189,0.010582,0,0,0,1616,16,0
1112,36,20,36,872,0.518349,0.022936,0.009174,0.020642,1597,64,0
156,70,0,70,292,0.006849,0,0,0,1562,207,0
50,26,2,26,208,0.019231,0,0,0,1669,113,0
0,2,0,2,96,0,0,0,0.020833,1575,9,0
428,66,4,66,770,0,0,0,0,1601,64,0
1098,34,16,34,1359,0.002943,0,0,0,1625,23,0
5436,160,214,160,419,0.038186,0,0,0,1599,101,0
119,19,1,19,619,0.009693,0,0,0,1635,89,0
2418,2,48,2,12,0.666667,0,0,0,1576,60,0
9886,210,1548,210,987,0.014184,0.002026,0,0,1555,2061,1
3378,198,142,198,201,0.00995,0,0,0.0199,1599,8,0
170,44,4,44,222,0.018018,0,0,0.009009,1583,67,0
134,28,10,28,1320,0.015152,0.00303,0.004545,0.00303,1635,14,0
3704,54,80,54,249,0.008032,0,0,0.008032,1597,88,0
7688,308,274,308,976,0,0.002049,0,0,1605,606,0
888,6,14,6,1159,0.136324,0,0.003451,0.001726,1586,20,1
762,82,90,82,59,0,0.033898,0,0.033898,1694,77,0
58,14,2,14,1023,0,0,0,0.001955,1613,64,0
458,58,22,58,242,0.008264,0,0,0,1600,26,0
2898,92,42,92,857,0.035006,0,0,0,1598,41,0
1233,23,44,23,979,0.003064,0,0,0,1601,104,0
356,0,2,0,633,0.017378,0,0.00158,0,1598,88,0
4124,618,182,618,622,0.003215,0,0,0,1592,100,0
2644,114,142,114,544,0.025735,0,0,0,1593,64,0
8426,26,86,26,700,0.162857,0,0,0.002857,1599,54,0
48,18,0,18,1577,0,0,0,0.001268,1604,31,0
1214,12,16,12,651,0.043011,0,0,0,1620,63,1
14424,306,888,306,277,0.166065,0,0.00722,0.043321,1554,931,0
1434,19,69,19,356,0.047753,0.002809,0.002809,0.002809,1597,43,0
12128,744,1470,744,432,0.37037,0.013889,0.041667,0.055556,1560,1192,0
102,7,5,7,273,0.047619,0,0.003663,0,1576,11,0
76,18,0,18,254,0.007874,0,0,0,1585,8,0
54,0,2,0,3190,0.003135,0,0.000627,0,1598,112,0
868,16,131,16,2899,0.001035,0,0.000345,0,1601,112,0
252,28,12,28,287,0,0,0,0.006969,1604,40,0
256,60,6,60,428,0.004673,0,0,0.009346,1597,64,0
5938,618,372,618,346,0.080925,0.00578,0,0.011561,1598,82,0
280,6,20,6,1913,0.003136,0,0,0,1600,112,0
50,46,2,46,208,0.009615,0,0,0,1644,690,0
1316,18,4,18,568,0.059859,0,0,0,1583,101,0
2922,214,66,214,2464,0.006494,0,0,0,1597,45,0
11690,1296,2862,1296,1051,0.089439,0.009515,0.026641,0.028544,1593,210,0
220,24,12,24,1010,0,0,0,0.00198,1626,96,0
152,4,0,4,69,0.028986,0,0,0,1586,72,0
114,70,2,70,2201,0,0,0,0,1598,93,0
2610,44,32,44,1090,0.001835,0,0,0,1603,19,0
36,8,0,8,1227,0.01141,0,0,0,1606,112,0
162,90,6,90,1010,0.00198,0,0,0,1629,30,0
15,0,0,0,1469,0.000681,0,0,0.000681,1628,40,0
84,26,2,26,1612,0.007444,0,0.001241,0.001241,1600,27,0
254,134,20,134,410,0.102439,0.004878,0.019512,0,1583,93,0
19704,70,0,70,576,0.114583,0,0,0.003472,1571,111,0
4208,456,302,456,152,0.210526,0.013158,0,0.026316,1598,69,0
2884,398,108,398,707,0.002829,0,0,0,1604,7,0
28,4,0,4,1335,0,0,0,0.001498,1628,64,0
9064,348,0,348,3114,0.026975,0.001285,0,0.002248,1207,9405,0
7688,308,274,308,947,0.008448,0.002112,0,0,1605,606,0
1358,1102,330,1102,152,0.026316,0.013158,0,0.026316,1601,16,0
676,78,14,78,1415,0.005654,0,0,0,1625,41,0
1282,72,55,72,150,0.06,0.006667,0,0.013333,1599,136,0
4204,404,222,404,4686,0.004268,0.000427,0.000854,0.000427,1596,5,0
570,20,42,20,38,0.052632,0,0,0,1598,21,0
1038,8,28,8,1339,0.011949,0,0,0,1588,43,0
9050,792,438,792,1432,0.027933,0,0,0,1577,558,0
1700,40,58,40,305,0.013115,0,0,0,1568,548,0
720,90,30,90,1565,0,0,0,0,1603,91,0
104,28,0,28,1616,0.001238,0,0,0,1638,5,0
8116,98,208,98,217,0,0,0,0,1596,117,0
540,148,354,148,1355,0,0,0,0.001476,1578,876,0
3612,204,146,204,964,0.041494,0.004149,0.002075,0,1599,31,0
920,14,6,14,356,0.146067,0,0,0,1599,42,0
638,56,48,56,769,0.007802,0,0,0,1597,112,0
1876,56,24,56,1584,0.016414,0,0,0,1629,40,0
154,14,2,14,587,0.040886,0,0,0,1626,88,0
3378,90,92,90,438,0.013699,0,0,0,1602,81,0
7,3,0,3,705,0,0,0,0.001418,1624,40,0
65,5,1,5,1436,0.000696,0,0,0,1601,16,0
880,8,132,8,800,0.0425,0,0.005,0,1730,598,0
7966,124,100,124,1718,0.008149,0,0,0,1604,5,0
22,4,4,4,358,0.005587,0,0,0,1605,7,0
7978,148,88,148,3677,0.00272,0.000544,0,0,1603,53,0
6914,116,198,116,761,0.023653,0.002628,0.002628,0.007884,1578,44,0
348,82,24,82,2126,0.003763,0.000941,0,0,1597,91,0
48,10,2,10,983,0.012208,0,0.002035,0,1572,42,0
630,18,18,18,1297,0.001542,0,0,0,1611,2,0
346,66,6,66,620,0.045161,0.003226,0,0,1603,47,0
186,16,0,16,824,0.004854,0,0,0.002427,1597,174,0
240,26,164,26,218,0.082569,0,0.009174,0,1703,81,0
3310,18,48,18,27,0.074074,0,0,0,1602,20,0
5938,618,372,618,250,0.12,0.04,0,0,1598,34,0
94,18,4,18,89,0,0.022472,0,0,1569,19,0
12128,744,1470,744,548,0.233577,0.010949,0.025547,0.029197,1560,1096,0
4,28,0,28,597,0,0,0,0,1626,136,0
5042,360,174,360,813,0.03936,0,0.00492,0.00246,1591,209,0
8496,38,102,38,210,0.009524,0,0,0,1592,102,0
18188,768,0,768,502,0.051793,0.011952,0,0.003984,1507,2205,0
11406,1448,666,1448,1243,0.128721,0.012872,0.006436,0.03218,1596,72,0
144,6,2,6,341,0.187683,0.005865,0,0,1633,113,1
11,6,0,6,117,0.025641,0,0,0,1582,39,0
352,64,6,64,993,0.002014,0,0,0,1592,74,0
566,18,132,18,755,0.005298,0,0,0,1539,1528,0
588,132,44,132,978,0,0.002045,0,0,1590,101,0
15,1,0,1,47,0.042553,0,0,0,1659,112,0
2146,228,102,228,1339,0.007468,0,0,0,1554,881,0
2044,90,34,90,1623,0.002465,0,0,0,1612,5,0
38,14,2,14,69,0.231884,0,0.028986,0.028986,1625,113,0
5116,238,212,238,742,0.021563,0,0,0,1597,47,0
0,12,0,12,1372,0,0.001458,0,0,1611,283,0
2004,104,108,104,4629,0.009073,0,0,0,1584,102,0
278,2,4,2,554,0.057762,0,0,0,1579,116,0
1490,378,82,378,1436,0,0.001393,0,0,1598,66,0
8072,74,288,74,416,0.322115,0.002404,0.007212,0,1590,58,0
922,72,140,72,1088,0,0,0,0,1601,40,0
14250,156,270,156,764,0.175393,0,0,0,1600,30,0
328,86,234,86,268,0.029851,0,0.007463,0.007463,1662,856,0
19724,76,0,76,3307,0.165104,0.000605,0,0.000605,1601,16,0
2640,17,38,17,140,0.021429,0,0,0,1623,40,0
28,5,0,5,2017,0.001487,0,0,0,1620,83,0
2,6,0,6,1133,0,0,0,0.001765,1628,67,0
3012,68,78,68,99,0.020202,0,0,0,1589,20,0
512,33,35,33,575,0.04,0.001739,0.005217,0.005217,1583,102,0
276,24,12,24,597,0.030151,0,0,0,1567,40,1
640,300,30,300,942,0.002123,0,0,0,1618,33,0
32,26,2,26,1475,0.00678,0,0.001356,0,1626,67,0
162,50,34,50,1229,0,0,0,0.001627,1587,45,0
17,5,0,5,2408,0,0.000415,0,0,1597,91,0
156,110,4,110,318,0.037736,0,0,0.018868,1618,93,0
7628,130,110,130,1293,0.001547,0,0,0,1625,19,0
1404,12,18,12,1558,0.130937,0,0.002567,0.003851,1601,16,0
2898,92,42,92,424,0.028302,0,0,0,1598,41,0
632,50,16,50,814,0.029484,0.004914,0,0.009828,1612,64,0
1642,50,36,50,72,0.027778,0,0,0,1584,44,0
11802,38,242,38,61,0.098361,0,0,0,1696,90,0
2582,114,280,114,49,0.122449,0,0,0,1612,16,0
6810,40,78,40,799,0.050063,0,0,0,1570,64,0
9700,556,772,556,105,0.114286,0,0.019048,0,1570,105,0
13928,88,132,88,2003,0.562157,0.000999,0.000999,0.000999,1590,280,1
1711,13,16,13,389,0.015424,0,0,0,1590,59,0
28,12,0,12,175,0.068571,0,0,0,1626,16,0
188,10,78,10,984,0,0,0,0,1599,28,0
15178,424,672,424,238,0.142857,0.008403,0.008403,0,1601,73,0
1960,118,164,118,983,0.016277,0,0,0,1585,66,0
50,2,0,2,608,0.009868,0,0,0,1591,6,0
1028,62,18,62,1804,0,0,0,0.001109,1576,98,0
1216,70,40,70,1340,0.180597,0.013433,0.008955,0.00597,1598,67,0
7966,124,100,124,473,0,0.004228,0,0,1604,77,0
5842,52,350,52,99,0.040404,0,0,0,1701,29,0
206,66,12,66,3497,0,0,0,0.000572,1604,3,0
9040,208,114,208,3477,0.029911,0,0,0,1603,5,0
216,34,11,34,1065,0.002817,0,0,0,1596,21,0
6008,268,488,268,424,0.009434,0,0,0.004717,1583,20,0
176,2,0,2,1933,0.004139,0,0,0,1577,8,0
1142,2,2,2,871,0.036739,0,0,0,1598,88,0
5308,38,128,38,332,0.054217,0,0,0.006024,1611,66,0
710,68,80,68,2641,0.009087,0.000757,0.002272,0,1591,41,0
68,10,0,10,50,0.2,0,0,0,1610,16,0
9050,792,438,792,857,0.03734,0.004667,0,0.004667,1577,1278,0
258,20,12,20,502,0.011952,0.003984,0,0,1591,42,0
13928,88,132,88,468,0.094017,0,0.004274,0,1590,256,0
92,10,5,10,2980,0.007383,0,0.000671,0.000336,1625,63,1
1078,276,122,276,142,0.014085,0,0,0,1646,41,0
86,14,12,14,1436,0.001393,0,0,0,1632,16,0
80,10,2,10,1143,0,0,0,0.00175,1616,73,0
107,4,1,4,1016,0.004921,0,0,0,1626,112,0
19754,130,0,130,1141,0.120947,0.003506,0,0,1646,88,0
62,6,0,6,2579,0,0,0,0.000775,1628,88,0
25,0,0,0,454,0.002203,0,0,0,1618,112,0
82,40,0,40,1762,0,0,0,0.001135,1599,72,0
254,64,92,64,103,0,0,0.019417,0,1709,146,0
16,0,0,0,233,0.008584,0,0,0,1619,7,0
756,228,36,228,383,0,0.005222,0,0,1625,19,0
6780,256,448,256,231,0.008658,0,0,0,1601,64,0
1184,80,38,80,1848,0.004329,0,0,0,1601,42,0
1698,26,12,26,1339,0.008962,0.001494,0,0,1591,87,0
78,36,0,36,56,0.035714,0,0,0,1604,19,0
7688,308,274,308,987,0.006079,0,0,0,1605,582,0
2884,398,108,398,4796,0.000834,0,0,0,1604,7,0
584,31,88,31,1193,0.031014,0.000838,0.005868,0.004191,1328,8800,0
656,14,22,14,88,0,0,0,0,1571,20,0
557,24,64,24,299,0.153846,0,0.023411,0.010033,1600,104,0
288,106,16,106,109,0,0.018349,0,0.018349,1561,45,0
38,28,0,28,217,0.018433,0,0,0,1549,1259,0
6950,320,250,320,658,0.148936,0.006079,0,0.015198,1598,23,0
250,27,10,27,88,0.159091,0,0,0.011364,1568,104,0
834,42,36,42,622,0.006431,0,0,0,1591,137,0
2660,22,126,22,168,0.035714,0,0,0,1620,16,0
7638,268,504,268,436,0.06422,0,0.013761,0.004587,1603,43,0
19724,76,0,76,1967,0.08846,0.001017,0,0.002034,1601,16,0
7966,124,100,124,3677,0.00272,0,0,0,1604,29,0
13652,70,178,70,565,0.024779,0,0,0,1579,64,0
682,34,42,34,257,0,0,0,0.007782,1653,43,0
2194,140,48,140,258,0,0,0,0.007752,1575,79,0
82,4,14,4,407,0.004914,0,0,0,1629,42,0
315,13,13,13,467,0.002141,0,0,0,1619,88,0
236,34,10,34,1743,0.003442,0.001147,0,0,1626,40,0
68,10,0,10,2001,0.025987,0.001,0,0,1597,108,0
8670,8,7,8,4653,0.003868,0,0,0,1573,39,0
242,16,8,16,753,0,0,0,0.002656,1612,88,0
7536,162,72,162,740,0.005405,0,0,0,1625,93,0
1688,58,54,58,744,0.018817,0,0,0,1579,89,0
17,1,0,1,197,0.005076,0,0,0,1577,8,0
86,9,0,9,850,0.004706,0,0,0,1619,91,0
236,38,6,38,394,0.177665,0.010152,0.015228,0.005076,1639,19,0
0,12,0,12,415,0,0,0,0.004819,1645,40,0
806,28,20,28,808,0.094059,0,0,0,1632,90,0
70,16,0,16,1163,0.00172,0,0,0,1602,16,0
304,34,20,34,898,0.013363,0,0,0.002227,1604,2,0
94,28,0,28,875,0,0.002286,0,0,1599,17,0
2244,36,68,36,1405,0.008541,0,0,0,1605,7,0
138,26,4,26,31,0.064516,0,0,0,1680,106,0
1748,6,36,6,344,0.023256,0,0,0,1597,112,0
1194,436,292,436,229,0,0.008734,0,0.017467,1596,70,0
7420,284,126,284,2165,0.021247,0.000924,0,0,1569,124,0
620,2,26,2,1616,0.00495,0,0.001238,0.001238,1635,81,0
1358,1102,330,1102,418,0.019139,0.009569,0.009569,0.028708,1601,16,0
7688,308,274,308,1239,0.014528,0.003228,0,0.001614,1605,222,0
112,16,10,16,69,0.492754,0.086957,0.028986,0.173913,1606,113,0
30,12,0,12,4580,0.000437,0,0,0,1623,16,0
14,0,0,0,570,0.003509,0,0,0,1627,112,0
3704,54,80,54,245,0.016327,0,0,0,1597,88,0
428,66,4,66,3130,0,0,0,0,1601,40,0
38,10,0,10,1803,0,0.001109,0,0,1595,7,0
47,35,0,35,707,0.001414,0,0,0,1601,64,0
100,46,6,46,1711,0.001169,0.001169,0,0,1631,4,0
762,22,12,22,1162,0.003442,0,0,0.003442,1625,69,0
5468,66,284,66,293,0.061433,0,0,0,1596,90,0
11406,1448,666,1448,855,0.091228,0,0.002339,0.002339,1596,96,0
400,36,8,36,577,0,0.003466,0,0,1569,21,0
34,18,0,18,414,0.004831,0,0,0,1598,15,0
11,1,1,1,3906,0.000256,0,0,0,1633,64,0
1546,48,26,48,824,0.036408,0.002427,0,0,1604,9,0
19930,38,0,38,267,0.044944,0,0,0,1618,66,0
1730,34,90,34,137,0.131387,0,0,0,1590,42,0
2792,150,52,150,994,0.002012,0,0,0.002012,1597,88,0
2612,2,82,2,389,0.169666,0,0,0,1696,59,0
2884,398,108,398,2529,0.000791,0.002372,0,0.000791,1604,64,0
115,6,1,6,53,0.018868,0,0,0,1625,20,0
216,8,26,8,1012,0,0.001976,0,0,1612,34,0
1622,62,32,62,288,0.006944,0,0,0,1589,208,0
790,4,14,4,3075,0.006504,0,0,0,1580,52,0
1132,138,44,138,1722,0,0.001161,0,0,1596,66,0
11772,1140,1494,1140,1323,0.003023,0,0,0,1569,856,0
28,18,0,18,2910,0.000687,0,0,0.000687,1602,64,0
576,14,12,14,844,0.028436,0,0,0,1646,64,0
3306,140,50,140,2239,0.020545,0.001787,0.000893,0.006253,1599,65,0
100,66,2,66,91,0,0,0,0.021978,1563,87,0
636,312,30,312,1472,0,0,0,0.001359,1624,43,0
1270,32,34,32,1235,0.001619,0,0,0,1600,20,0
30,18,0,18,29,0.068966,0,0,0,1619,88,0
608,24,8,24,769,0.0013,0,0,0,1600,40,0
13652,70,178,70,3075,0.026016,0,0,0.001301,1579,88,0
58,14,2,14,669,0.014948,0,0,0.008969,1625,116,0
1664,70,58,70,563,0.067496,0,0,0,1606,205,0
11194,1616,1192,1616,438,0.045662,0.004566,0,0.018265,1597,191,0
8420,1044,584,1044,1634,0.035496,0.007344,0.00612,0.025704,1583,21,0
628,4,6,4,456,0,0,0,0.004386,1600,88,0
7966,124,100,124,2653,0.039201,0.000754,0,0,1604,5,0
5862,182,234,182,1818,0,0,0,0.0022,1598,160,0
2554,44,48,44,1239,0.033898,0.001614,0,0,1598,88,0
9064,348,0,348,791,0.018963,0.001264,0,0.001264,1207,9405,0
